x,y,z,dim_x,dim_y,dim_z
0.399931776051,0.428935156395,0.00926175001079,0.06,0.06,0.06
0.69539682704,0.46740981746,0.145190894318,0.06,0.06,0.06
0.558220648982,0.425752386748,0.128642402307,0.06,0.06,0.06
0.349546406288,0.24441136539,0.138722196346,0.06,0.06,0.06
0.374972323092,0.474770574651,0.148660915922,0.06,0.06,0.06
0.32588700128,0.384014573077,0.195419967464,0.06,0.06,0.06
0.331168076826,0.204882603883,0.145177244726,0.06,0.06,0.06
0.438336065947,0.242999562886,0.0463632422114,0.06,0.06,0.06
0.396845523014,0.117445836872,0.0812700937204,0.06,0.06,0.06
0.263644171093,0.459207647823,0.170115034354,0.06,0.06,0.06
0.34115673373,0.488133403935,0.0309783500868,0.06,0.06,0.06
0.395058924031,0.228225563611,0.167669864638,0.06,0.06,0.06
0.383197107315,0.170964889186,0.128827452875,0.06,0.06,0.06
0.363514359003,0.0541955484421,0.00394608043003,0.06,0.06,0.06
0.659573447054,0.512642595606,0.148396048369,0.06,0.06,0.06
0.282597582683,0.0155092811417,0.0739707892625,0.06,0.06,0.06
0.683830595354,0.122643213342,0.19994891129,0.06,0.06,0.06
0.487559568303,0.284110949912,0.156797270654,0.06,0.06,0.06
0.269610634063,0.503317693563,0.0940961316378,0.06,0.06,0.06
0.555964310625,0.425373687305,0.129170590826,0.06,0.06,0.06
0.372075673588,0.267555111262,0.113802293343,0.06,0.06,0.06
0.492304877433,0.0820438117009,0.1081047213,0.06,0.06,0.06
0.613430058512,0.294284672722,0.0938196294727,0.06,0.06,0.06
0.683478942462,0.290569461158,0.033799072415,0.06,0.06,0.06
0.254898524608,0.349544138737,0.0169540168337,0.06,0.06,0.06
0.451940495228,0.0576201964736,0.0537056176523,0.06,0.06,0.06
0.328760979354,0.514045244646,0.145025004336,0.06,0.06,0.06
0.334199020742,0.477128158342,0.15173092749,0.06,0.06,0.06
0.608761877078,0.168087903356,0.0278247985004,0.06,0.06,0.06
0.354251443555,0.543354815878,0.0810620216097,0.06,0.06,0.06
0.6106592398,0.52344443511,0.0585001418936,0.06,0.06,0.06
0.637794304537,0.376345903596,0.137742309039,0.06,0.06,0.06
0.278008314886,0.475528989419,0.068549144046,0.06,0.06,0.06
0.347235045982,0.446236433497,0.101073006715,0.06,0.06,0.06
0.289086353403,0.106913285191,0.0139815000613,0.06,0.06,0.06
0.453277734992,0.379409085771,0.041973765554,0.06,0.06,0.06
0.675350538946,0.118322231943,0.045190733871,0.06,0.06,0.06
0.358541924526,0.47320956148,0.0449374814927,0.06,0.06,0.06
0.269629729232,0.103334947983,0.0580068243872,0.06,0.06,0.06
0.699943284969,0.192657384799,0.00174072299949,0.06,0.06,0.06
0.674285046809,0.333485867165,0.0163001476281,0.06,0.06,0.06
0.530409155682,0.338572668236,0.0350802755313,0.06,0.06,0.06
0.565841603846,0.389551347578,0.0912948502671,0.06,0.06,0.06
0.673985494572,0.244183243505,0.0408230717398,0.06,0.06,0.06
0.312910423856,0.410023317089,0.037031408077,0.06,0.06,0.06
0.625995898521,0.142545026922,0.0398744297177,0.06,0.06,0.06
0.411325573011,0.480872799017,0.116210110377,0.06,0.06,0.06
0.475581283611,0.364246169973,0.169108967602,0.06,0.06,0.06
0.58298915209,0.221182729758,0.0734256987209,0.06,0.06,0.06
0.456680341125,0.455476614257,0.0486791013482,0.06,0.06,0.06
0.476590288979,0.409321336357,0.00105356732627,0.06,0.06,0.06
