x,y,z,dim_x,dim_y,dim_z
0.601976256677,0.200469166367,0.150000997549,0.06,0.06,0.06
0.270432327206,0.36259849804,0.149699745976,0.06,0.06,0.06
0.568899400813,0.28189944888,0.0751477056897,0.06,0.06,0.06
0.475143931845,0.0430815433861,0.153400899183,0.06,0.06,0.06
0.358029567835,0.227806193893,0.183801687302,0.06,0.06,0.06
0.307210608693,0.273658198804,0.109166731204,0.06,0.06,0.06
0.62674161208,0.291499162897,0.0364099735314,0.06,0.06,0.06
0.346071133342,0.567390027472,0.0831321446628,0.06,0.06,0.06
0.262438265742,0.142233624115,0.0377078091343,0.06,0.06,0.06
0.3855895622,0.505999425879,0.138711498875,0.06,0.06,0.06
0.262906041486,0.182193862676,0.0327513532881,0.06,0.06,0.06
0.600552823407,0.27587800757,0.129142694231,0.06,0.06,0.06
0.469300745578,0.0213851531335,0.190597376317,0.06,0.06,0.06
0.639390450596,0.407402553421,0.165608473303,0.06,0.06,0.06
0.601430647867,0.483909468901,0.0760159428563,0.06,0.06,0.06
0.425520512907,0.322718530427,0.0656574051995,0.06,0.06,0.06
0.577228270218,0.375427217632,0.102217318258,0.06,0.06,0.06
0.270520790066,0.0627256474351,0.0673514645823,0.06,0.06,0.06
0.476931462164,0.445360011964,0.0732496205836,0.06,0.06,0.06
0.416619432265,0.256852321809,0.190661492919,0.06,0.06,0.06
0.362756955496,0.495736175944,0.110583306899,0.06,0.06,0.06
0.436185732708,0.319007214578,0.00471710831237,0.06,0.06,0.06
0.691673832545,0.488128472888,0.0837708636986,0.06,0.06,0.06
0.668143009723,0.270618415066,0.00932093887225,0.06,0.06,0.06
0.508179322017,0.211825638577,0.163870693701,0.06,0.06,0.06
0.32346090668,0.455735561135,0.0676437008234,0.06,0.06,0.06
0.459221105238,0.485535327959,0.0968731269082,0.06,0.06,0.06
0.661734640752,0.0621675685897,0.00947984171771,0.06,0.06,0.06
0.624578938366,0.0783580974549,0.0272561704211,0.06,0.06,0.06
0.379473374785,0.515333201896,0.0374519030473,0.06,0.06,0.06
0.609265531043,0.268885118863,0.021172292358,0.06,0.06,0.06
0.445409114895,0.0517712707113,0.0545148297525,0.06,0.06,0.06
0.526484455341,0.145423422357,0.0948986784543,0.06,0.06,0.06
0.549702067854,0.40883279789,0.100644331752,0.06,0.06,0.06
0.261281878049,0.355678137335,0.0774753677263,0.06,0.06,0.06
0.608253171989,0.314614810374,0.0346668296526,0.06,0.06,0.06
0.280080991356,0.322301762381,0.0495304371785,0.06,0.06,0.06
0.49506842654,0.292247921392,0.188660956436,0.06,0.06,0.06
0.313146557379,0.391795128958,0.0349029216331,0.06,0.06,0.06
0.280909290649,0.0270420364764,0.161980067764,0.06,0.06,0.06
0.613574682939,0.303106221774,0.0570744700031,0.06,0.06,0.06
