x,y,z,dim_x,dim_y,dim_z
0.33838434268,0.352856630216,0.140908127682,0.06,0.06,0.06
0.260428671279,0.0740730208808,0.168985633498,0.06,0.06,0.06
0.451145032998,0.518238542794,0.19433130163,0.06,0.06,0.06
0.491768908217,0.233538630604,0.140052367437,0.06,0.06,0.06
0.600593136695,0.17540910511,0.100428052219,0.06,0.06,0.06
0.361460205824,0.461759523499,0.0600865356357,0.06,0.06,0.06
0.502368304923,0.488626407757,0.115906669141,0.06,0.06,0.06
0.438370392731,0.25354544366,0.071319423281,0.06,0.06,0.06
0.286303589782,0.367594331241,0.143868564035,0.06,0.06,0.06
0.499727505795,0.215205573144,0.0129447432085,0.06,0.06,0.06
0.389015082733,0.0292015189587,0.1793659591,0.06,0.06,0.06
0.255849417917,0.527157047504,0.0926824949412,0.06,0.06,0.06
0.562259801648,0.193291448167,0.191988532001,0.06,0.06,0.06
0.409882528113,0.420526351291,0.126957483479,0.06,0.06,0.06
0.506048514937,0.0669700315471,0.0620005895655,0.06,0.06,0.06
0.694969224819,0.184227282433,0.161791530164,0.06,0.06,0.06
0.693233749339,0.270580384684,0.0845296461773,0.06,0.06,0.06
0.348033834204,0.447756642608,0.0222760515656,0.06,0.06,0.06
0.57288807376,0.221947624887,0.120727309234,0.06,0.06,0.06
0.301533205953,0.284320812637,0.0328271431398,0.06,0.06,0.06
0.438413525194,0.515131234026,0.102922186228,0.06,0.06,0.06
0.297183379823,0.230501611181,0.188406277965,0.06,0.06,0.06
0.502365951788,0.0258481058996,0.0569569903294,0.06,0.06,0.06
0.50311817404,0.0260441009152,0.15376339091,0.06,0.06,0.06
0.344584735856,0.443308436865,0.0247312604246,0.06,0.06,0.06
0.655057040937,0.423628162823,0.0250581875266,0.06,0.06,0.06
0.463870937596,0.23188903196,0.11583751638,0.06,0.06,0.06
0.473568626302,0.0613882207415,0.196663151176,0.06,0.06,0.06
0.538040376656,0.48028949984,0.193917787887,0.06,0.06,0.06
0.274823632654,0.32583248668,0.142135918157,0.06,0.06,0.06
0.416824975557,0.246832733574,0.0903048345348,0.06,0.06,0.06
0.413395509495,0.137442650551,0.0559428479014,0.06,0.06,0.06
0.406692828399,0.0213863926234,0.190464540196,0.06,0.06,0.06
0.580113372651,0.52844365895,0.0732374916724,0.06,0.06,0.06
0.472152253008,0.509409388366,0.0157983897284,0.06,0.06,0.06
0.425322067063,0.386369224916,0.071881504361,0.06,0.06,0.06
0.424756176532,0.0563242304205,0.133536206067,0.06,0.06,0.06
0.413475018835,0.0495571935468,0.182435749955,0.06,0.06,0.06
0.425878421011,0.1347000022,0.00811367555463,0.06,0.06,0.06
0.261039582562,0.19046177612,0.145501487931,0.06,0.06,0.06
0.632453139634,0.440837524481,0.12413278354,0.06,0.06,0.06
0.433723409907,0.212970878809,0.161349112772,0.06,0.06,0.06
0.519104170701,0.147734475965,0.0272136414307,0.06,0.06,0.06
0.329271049143,0.193156814021,0.0591458834586,0.06,0.06,0.06
0.683926002402,0.148222262895,0.0719315644689,0.06,0.06,0.06
0.298674346588,0.437375307795,0.0877737687702,0.06,0.06,0.06
0.396095058378,0.459210140612,0.055268918545,0.06,0.06,0.06
0.404209415355,0.318803740779,0.0946822418207,0.06,0.06,0.06
0.548511257368,0.0893779890279,0.158172694079,0.06,0.06,0.06
0.520989372926,0.295328260692,0.137485832661,0.06,0.06,0.06
0.322113846352,0.0308345967719,0.0541204147484,0.06,0.06,0.06
0.40594251422,0.42763931697,0.0939522284595,0.06,0.06,0.06
0.458313191487,0.282998767127,0.151426784896,0.06,0.06,0.06
0.689769434378,0.456302874529,0.133801274976,0.06,0.06,0.06
0.313728001681,0.41970929485,0.192083152763,0.06,0.06,0.06
0.324218085879,0.449778140948,0.0647174205075,0.06,0.06,0.06
0.653872750595,0.51352982004,0.17349297142,0.06,0.06,0.06
0.6326792258,0.412091675179,0.0946611344744,0.06,0.06,0.06
0.434783603075,0.206236664026,0.0689557228731,0.06,0.06,0.06
0.632888698868,0.471997135809,0.00228059855707,0.06,0.06,0.06
0.363718320054,0.0840231414503,0.083104340445,0.06,0.06,0.06
0.552854995652,0.548131568276,0.140007360657,0.06,0.06,0.06
0.42585559864,0.459683993073,0.0987610408719,0.06,0.06,0.06
0.684451180167,0.0193146826227,0.0806337234166,0.06,0.06,0.06
0.460397095623,0.148854908451,0.153494847649,0.06,0.06,0.06
0.678483878836,0.300305617598,0.168863193974,0.06,0.06,0.06
0.674189082091,0.272391984587,0.00333055621311,0.06,0.06,0.06
0.556605675624,0.395705719218,0.0292259210162,0.06,0.06,0.06
0.557255994581,0.171714812111,0.0975888761408,0.06,0.06,0.06
0.561861815546,0.0573959888737,0.00593359170532,0.06,0.06,0.06
0.699705521241,0.443105412613,0.0485430483888,0.06,0.06,0.06
0.425478505352,0.562638696631,0.0404311530523,0.06,0.06,0.06
0.474624047022,0.529226601925,0.125418754527,0.06,0.06,0.06
0.517317549868,0.314495677872,0.133719819898,0.06,0.06,0.06
0.499617688394,0.449572040642,0.123865498471,0.06,0.06,0.06
0.543935268777,0.303718246588,0.0289358437095,0.06,0.06,0.06
0.572636917543,0.499526869402,0.0527232587345,0.06,0.06,0.06
0.593388280731,0.422515687944,0.141060644029,0.06,0.06,0.06
0.642458377789,0.152139618084,0.0107569253155,0.06,0.06,0.06
0.594124845723,0.213485573068,0.0580803677875,0.06,0.06,0.06
0.493748917101,0.035709015125,0.082319516414,0.06,0.06,0.06
0.510731867769,0.115031674829,0.146871952672,0.06,0.06,0.06
0.484490910471,0.554432903815,0.0244507189229,0.06,0.06,0.06
0.407006381553,0.154344152499,0.00675384021863,0.06,0.06,0.06
0.609408652493,0.272015165995,0.0803606916631,0.06,0.06,0.06
0.467197636355,0.190924007003,0.131633649819,0.06,0.06,0.06
0.330209826495,0.137303767456,0.144577038281,0.06,0.06,0.06
0.277715901192,0.251664976456,0.126901281938,0.06,0.06,0.06
0.330010802094,0.474700082188,0.194288587322,0.06,0.06,0.06
0.509596880868,0.454738825539,0.0817787375655,0.06,0.06,0.06
0.282178959629,0.29245439628,0.0821782070912,0.06,0.06,0.06
0.384186012392,0.286399184274,0.158302436985,0.06,0.06,0.06
0.395776032274,0.528140124449,0.133675802622,0.06,0.06,0.06
0.265782796469,0.357017695575,0.171954723938,0.06,0.06,0.06
0.487972958746,0.0114887747219,0.185392706812,0.06,0.06,0.06
0.685407885329,0.206164726831,0.192770234972,0.06,0.06,0.06
0.336757593693,0.447043736385,0.0119890554039,0.06,0.06,0.06
0.604235162439,0.247166015709,0.166890975711,0.06,0.06,0.06
0.366826382873,0.270955069561,0.180887381915,0.06,0.06,0.06
0.563473029247,0.200241060646,0.0201679016732,0.06,0.06,0.06
